Unnamed: 0,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb,CLdbQ
3103,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.446,2.558,0.618,5.761,2.838,0.696,0.0,0.823690072554,0.214934559454,0.499600609207,-0.129852044646,-0.0942097516625,0.0242565374786,-0.339430551176,0.288848329801,0.630880251284,0.597880931418,0.212823081635,0.0288947693416,0.452656909809,-0.168842256746,-0.440739616644,0.712205178596,0.253518205549,0.642875819077,0.339439023611,0.68665262724,0.69849997616,0.582490133282,0.415695835838,0.266927792571,0.747913154164,0.607762673567,4.794861666e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.146,0.1,0.049,0.0,0.0,0.0,0.146,0.1,0.049,0.15,0.105,0.052,0.0,0.0,0.0,0.15,0.105,0.052,126439.0,0.01,0.001,0.0,1.37045211464e-10,1.37334708047e-10,1.46260333165e-10,1.04418078861e-29,0.0,0.94161,0.0,1.86696479456e-29,0.0,0.901618211173,0.0,5.36003045411,0.0,1.72899702426,3.926e-22,0.0,0.00574484013078,3.319e-25,0.0,3.319e-25,3.77167201587e-06,1.99144629252e-06,4.0285050735e-06,4.1887727082e-06,3.49308354526e-06,2.49284957981e-06,1.71127066433e-06,4.794861666e-06,3.89635872733e-06,0.960176161359,0.944613534116
3104,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.536,2.764,0.661,5.893,3.017,0.723,0.0,0.819372935962,0.193936921692,0.517581948975,0.0656670868343,0.137161299277,-0.00992115698792,-0.509455072989,0.198035492863,0.547593988839,0.341629502071,0.533450231529,-0.0118822051709,0.262381219341,-0.216668735653,-0.555405097604,0.409157101433,0.638893740641,0.647376884741,0.345489485392,0.679367488614,0.573612200441,0.799224050275,0.179471337454,0.46591959384,0.509792398087,0.723208574983,3.84873129189e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.147,0.104,0.051,0.0,0.0,0.0,0.147,0.104,0.051,0.151,0.108,0.053,0.0,0.0,0.0,0.151,0.108,0.053,138203.0,0.01,0.001,0.0,8.31349973155e-11,8.35932626473e-11,9.64839817136e-11,3.68820163913e-30,0.0,0.9575,0.0,5.84005599412e-30,0.0,4.51933745532,0.0,0.188405962845,0.0,2.80186300399,1.356e-22,0.0,0.00574484013078,1.193e-25,0.0,1.193e-25,2.91175637815e-06,1.55393440264e-06,3.05564295653e-06,2.67010964369e-06,3.72031111344e-06,8.35421820755e-07,2.47950505891e-06,2.71298491578e-06,3.84873129189e-06,0.964726231035,0.950590988077
3105,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.469,2.9,0.684,5.815,3.145,0.758,0.0,0.809412196276,0.308392936074,0.474255496936,-0.076726931069,-0.13762410826,0.0630350895296,-0.345652680473,0.381396948164,0.505708265269,0.661037533486,0.195897166041,0.0646378409584,0.466073650838,-0.248901875373,-0.465638159317,0.677845296577,0.2008781134,0.653763733107,0.353724819428,0.668933280226,0.418726957324,0.776699379532,0.470537787053,0.13871644743,0.700570362133,0.699970652894,2.65445009741e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.146,0.106,0.052,0.0,0.0,0.0,0.146,0.106,0.052,0.15,0.111,0.054,0.0,0.0,0.0,0.15,0.111,0.054,54245.0,0.01,0.001,0.0,1.56303772736e-13,9.00868501547e-12,4.91266523995e-11,3.10531549218e-32,0.0,0.94576,0.0,1.20428005083e-32,0.0,3.97177574434,0.0,0.139196410231,0.0,6.20973570746,6.523e-25,0.0,0.00574484013078,6.526e-28,0.0,6.526e-28,7.74416953544e-07,4.19005342729e-07,7.92386066653e-07,4.50230394818e-07,8.35135312369e-07,5.05939276028e-07,5.25594440323e-07,2.65445009741e-06,2.65217780853e-06,0.964776384229,0.95081035922
3106,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.38,3.215,0.801,5.691,3.491,0.89,0.0,0.787515653378,0.595672587552,0.00485361667797,-0.130366671383,0.0892985863318,-0.093199749025,-0.3864517382,0.539464064039,0.0748960896463,0.503364007651,0.540335669738,-0.0827295535457,0.463620294506,-0.587519924357,0.0577931543799,0.446815362268,0.479633574016,0.645978398588,0.374589121768,0.665127730899,0.540526691281,0.681189100512,0.493773536509,0.17444649779,0.724224892132,0.667133213853,2.79256561235e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.145,0.112,0.056,0.0,0.0,0.0,0.145,0.112,0.056,0.149,0.116,0.059,0.0,0.0,0.0,0.149,0.116,0.059,127671.0,0.01,0.001,0.0,2.25499245027e-13,8.77245092762e-12,5.03307471305e-11,4.4633924901e-33,0.0,0.92987,0.0,5.38419405286e-34,0.0,2.78308842308,0.0,6.23656766626,0.0,3.02909320991,3.678e-26,0.0,0.00574484013078,3.712e-29,0.0,3.712e-29,3.72914953334e-07,2.16245442833e-07,3.83969614574e-07,7.87428480221e-07,9.92342666534e-07,7.19319418815e-07,6.72654718466e-07,2.79256561235e-06,2.57242369339e-06,0.967336398911,0.954283872081
3107,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.302,3.215,0.824,5.633,3.471,0.906,0.0,0.806724032726,0.568310078215,0.0224618058518,-0.116380901655,0.110321997029,-0.077995009093,-0.418897311593,0.445145509775,0.0726245717121,0.0270117467905,0.783762293775,-0.0596123311784,0.405073482087,-0.687654566623,0.014881733399,0.0206453363376,0.599037014868,0.645429129715,0.379106198916,0.663098581252,0.319207713148,0.895989669831,0.308721472242,0.688037116447,0.23206631305,0.687568289509,5.75462019371e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.144,0.112,0.057,0.0,0.0,0.0,0.144,0.112,0.057,0.148,0.116,0.059,0.0,0.0,0.0,0.148,0.116,0.059,20227.0,0.01,0.001,0.0,1.55752242978e-10,1.56008122267e-10,1.63031653395e-10,1.81292232819e-29,0.0,0.91606,0.0,1.94351153831e-29,0.0,2.1295993447,0.0,5.9036299972,0.0,1.16185006337,4.726e-22,0.0,0.00574484013078,4.912e-25,0.0,4.912e-25,3.96695238621e-06,2.33007184086e-06,4.07555280369e-06,2.0501566189e-06,5.75462019371e-06,1.98280725572e-06,4.71488307167e-06,1.59027108386e-06,4.71167036099e-06,0.965901740639,0.95251234802
3108,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.24,3.184,0.871,5.574,3.471,0.952,0.0,0.837804497038,0.150268744759,0.503302960932,-0.101453478615,-0.109069933003,0.0439856040977,-0.295123556296,0.210838151278,0.60977893574,0.66992380196,0.214211055298,0.0434687359669,0.455149916937,-0.132420647198,-0.538783007856,0.662051629453,0.211693893831,0.64376710272,0.386680024386,0.660335124158,0.472855049041,0.765374852681,0.436588407404,0.59933172476,0.516157269896,0.611868577744,7.52453599094e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.143,0.111,0.058,0.0,0.0,0.0,0.143,0.111,0.058,0.147,0.116,0.061,0.0,0.0,0.0,0.147,0.116,0.061,22007.0,0.01,0.001,0.0,3.76893674472e-10,3.76992502209e-10,3.80069875019e-10,1.13755678718e-28,0.0,0.90502,0.0,1.22956702139e-28,0.0,6.11035978989,0.0,3.53301884012,0.0,2.77585531927,2.736e-21,0.0,0.00574484013078,2.875e-24,0.0,2.875e-24,6.13604614819e-06,3.68562864457e-06,6.29396373003e-06,4.6487218943e-06,7.52453599094e-06,4.29217810493e-06,6.38660781333e-06,5.50028292619e-06,6.5202032162e-06,0.964659411252,0.950734548243
3109,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.225,2.931,0.859,5.571,3.254,0.937,0.0,0.807865745186,0.196270576995,0.532585782805,-0.0859185983496,0.133421050712,-0.0532012839825,-0.460720123497,0.131463124421,0.464825633409,0.00289968467823,0.742665981758,-0.0466043713292,0.360676533081,-0.26098307922,-0.613492179547,0.00254012631586,0.650576049983,0.64299608911,0.394327094065,0.656553251668,0.179106613399,0.899881161657,0.397661559535,0.384058973761,0.524660260061,0.759756748036,2.34664040265e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.143,0.107,0.058,0.0,0.0,0.0,0.143,0.107,0.058,0.147,0.112,0.06,0.0,0.0,0.0,0.147,0.112,0.06,149151.0,0.01,0.001,0.0,8.10217974658e-12,1.17606618754e-11,4.98293886672e-11,1.15244376969e-31,0.0,0.90225,0.0,4.34283704562e-32,0.0,4.57908106933,0.0,0.0237365234928,0.0,5.55677755756,2.638e-24,0.0,0.00574484013078,2.864e-27,0.0,2.864e-27,1.07996289237e-06,6.62303606911e-07,1.10273322136e-06,4.67060355626e-07,2.34664040265e-06,1.03699101831e-06,1.17808579837e-06,1.60937471475e-06,2.33052394613e-06,0.96123676445,0.945884513943
3110,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.236,3.312,0.894,5.613,3.572,1.034,0.0,0.806428431783,0.490310287412,0.289088660861,0.054266384719,0.150837369774,-0.0694975101367,-0.484621262732,0.472587276346,0.335582830447,0.623975908746,0.187114465616,-0.0791157582333,0.322065535261,-0.528393120386,-0.246717872666,0.710332313238,0.213010549508,0.644410969699,0.398144855439,0.652851572885,0.190955457624,0.770385408009,0.608311052283,0.508035299297,0.0736090432764,0.858185203448,2.51743862296e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.143,0.113,0.059,0.0,0.0,0.0,0.143,0.113,0.059,0.148,0.118,0.063,0.0,0.0,0.0,0.148,0.118,0.063,130714.0,0.01,0.001,0.0,8.65667998852e-12,1.20928196579e-11,4.89278883269e-11,1.34198142708e-31,0.0,0.90433,0.0,1.92700649031e-31,0.0,2.91870035907,0.0,5.9501380165,0.0,1.88346043983,3.302e-24,0.0,0.00574484013078,3.605e-27,0.0,3.605e-27,1.14488116136e-06,7.07356897874e-07,1.15987700722e-06,6.23997598201e-07,2.51743862296e-06,1.98781768433e-06,1.07227164444e-06,1.55361034929e-07,1.81130653836e-06,0.966349224247,0.953040810129
3111,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.318,3.366,1.088,5.641,3.588,1.19,0.0,0.817659498197,0.319314402431,0.45343314474,0.0656920575921,-0.139836312272,0.0933381204416,-0.392656058247,0.354301666617,0.393163934445,0.734387606427,0.132953030823,0.0809663388777,0.402475604443,-0.323465836089,-0.554706226952,0.637045995015,0.115330371958,0.644129593923,0.411570412233,0.644753334234,0.587440615605,0.675298776822,0.445965340761,0.485022385103,0.614153584142,0.622550127326,5.52630391398e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.144,0.114,0.065,0.0,0.0,0.0,0.144,0.114,0.065,0.148,0.118,0.068,0.0,0.0,0.0,0.148,0.118,0.068,16211.0,0.01,0.001,0.0,2.59226644246e-10,2.59373594975e-10,2.63773726664e-10,5.88892778989e-29,0.0,0.91882,0.0,6.75140018532e-29,0.0,4.58508560888,0.0,3.27674445927,0.0,3.92357991462,1.293e-21,0.0,0.00574484013078,1.141e-24,0.0,1.141e-24,5.09077435725e-06,3.25278037303e-06,5.0957039882e-06,4.80731712343e-06,5.52630391398e-06,3.64955497142e-06,4.29146483068e-06,5.43401415673e-06,5.50830654174e-06,0.970245817694,0.957756719645
3131,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.99,1.38,0.117,6.426,1.567,0.14,0.0,0.814361812917,0.401109177969,0.389562278338,-0.151677427063,0.0340801177573,-0.0472631280435,-0.36931175142,0.465747479619,0.497577164574,0.581320334351,0.242771387077,-0.057085047471,0.441510092759,-0.36477996335,-0.299640597226,0.702126589077,0.293222576024,0.658041812471,0.101224082961,0.746146539273,0.308407958454,0.88246343627,0.355165897586,0.678797565404,0.464253592209,0.568948562985,6.35797355543e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.153,0.073,0.021,0.0,0.0,0.0,0.153,0.073,0.021,0.158,0.078,0.023,0.0,0.0,0.0,0.158,0.078,0.023,34376.0,0.01,0.001,0.0,2.01305498413e-10,2.01508411837e-10,2.07628732888e-10,3.86994454942e-30,0.0,1.03837,0.0,2.01421138875e-30,0.0,1.14879548843,0.0,2.51300532065,0.0,5.69730075451,7.972e-22,0.0,0.00574484013078,7.005e-25,0.0,7.005e-25,4.60709895474e-06,7.08692605796e-07,5.2239399929e-06,2.22201800498e-06,6.35797355543e-06,2.55889965729e-06,5.30742995621e-06,3.62993850914e-06,4.44853488084e-06,0.963078956401,0.951871386923
3132,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,6.041,1.337,0.144,6.434,1.528,0.167,0.0,0.824036656301,0.451775076372,0.302708198991,-0.00475492382802,0.158770294467,-0.0873024471151,-0.415733144344,0.411245171699,0.344903208465,0.639992820132,0.349102579688,-0.0797336259922,0.36626544115,-0.563444350889,-0.314192099883,0.584507649492,0.318836589828,0.654689701519,0.141850743022,0.742468693905,0.470512498769,0.83197543342,0.293998072593,0.588999723018,0.538177754116,0.602863194481,7.89648246639e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.153,0.072,0.024,0.0,0.0,0.0,0.153,0.072,0.024,0.158,0.077,0.025,0.0,0.0,0.0,0.158,0.077,0.025,130688.0,0.01,0.001,0.0,3.5099891574e-10,3.51107702204e-10,3.5450557579e-10,8.63372580886e-30,0.0,1.04736,0.0,2.48615841519e-29,0.0,1.1764516078,0.0,2.83325107484,0.0,2.66764997718,2.375e-21,0.0,0.00574484013078,2.24e-24,0.0,2.24e-24,6.02175285905e-06,1.30472514746e-06,6.82913290051e-06,4.46574928477e-06,7.89648246639e-06,2.79040766365e-06,6.05970547605e-06,5.53684247421e-06,6.20233466696e-06,0.964915172573,0.953309740044
3133,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,6.002,1.392,0.136,6.422,1.57,0.171,0.0,0.793893063184,0.0747416525715,0.582868653391,0.130008992591,-0.0866561269481,0.0727708409179,-0.424195836729,0.135275291156,0.63143323524,0.0970263116986,0.62317000625,0.0877103647563,0.420479479827,0.00294178114534,-0.487505722249,0.116945373761,0.751103984287,0.656082761794,0.160996025996,0.737316546193,0.181931414489,0.601962444022,0.777523103457,0.452973395949,0.887585041578,0.0837131801438,2.52147268006e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.153,0.074,0.023,0.0,0.0,0.0,0.153,0.074,0.023,0.158,0.078,0.026,0.0,0.0,0.0,0.158,0.078,0.026,67798.0,0.01,0.001,0.0,8.38720366926e-12,1.20204191935e-11,4.95367077288e-11,4.24640162686e-32,0.0,1.04044,0.0,9.33709617749e-33,0.0,1.35724798681,0.0,2.85261685768,0.0,1.18876715888,4.279e-24,0.0,0.00574484013078,4.032e-27,0.0,4.032e-27,1.24332290944e-06,3.05098775805e-07,1.39726663582e-06,5.8999544739e-07,1.95213730663e-06,2.52147268006e-06,9.26399537954e-07,1.81524650182e-06,1.71206194667e-07,0.963496359977,0.952228179437
3135,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.889,1.609,0.132,6.344,1.769,0.155,0.0,0.830653345834,0.304954293299,0.440569507224,-0.104311239929,0.109706757233,-0.096117170259,-0.360416632443,0.227960400366,0.438273438642,0.373864436493,0.69067877672,-0.0734581150433,0.406792656066,-0.427733067682,-0.53469267805,0.285728103652,0.527855334291,0.651445755189,0.186082642252,0.735521364951,0.245226888758,0.756521598869,0.60624981936,0.494210451461,0.80605449764,0.325625822841,2.53608057479e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.151,0.079,0.023,0.0,0.0,0.0,0.151,0.079,0.023,0.157,0.083,0.025,0.0,0.0,0.0,0.157,0.083,0.025,125978.0,0.01,0.001,0.0,1.59675087474e-11,1.82653216111e-11,5.37489880004e-11,1.08597839949e-31,0.0,1.02039,0.0,3.36368194073e-31,0.0,2.99126804909,0.0,5.85037523235,0.0,4.37590389191,9.871e-24,0.0,0.00574484013078,9.575e-27,0.0,9.575e-27,1.52144399489e-06,4.34593849684e-07,1.71780160498e-06,8.22071901086e-07,2.53608057479e-06,2.03232583531e-06,1.25252152596e-06,2.04285564259e-06,8.25262499634e-07,0.961214006115,0.947152345729
3136,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.714,1.734,0.183,6.173,2.029,0.222,0.0,0.78897009967,0.506272555065,0.312023840289,-0.109095478586,-0.109332435528,0.0539768904104,-0.387070872642,0.568173752053,0.302381774402,0.656441903208,0.0457221232526,0.0604527135083,0.470249174491,-0.384360235987,-0.290413983926,0.73519785982,0.0512075889694,0.647248026413,0.214829884381,0.731380963029,0.578498750909,0.468646434265,0.667614945045,0.341249639785,0.892014963187,0.296408483005,3.56796456693e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.149,0.082,0.027,0.0,0.0,0.0,0.149,0.082,0.027,0.155,0.089,0.029,0.0,0.0,0.0,0.155,0.089,0.029,83835.0,0.01,0.001,0.0,4.69656803582e-11,4.78115160348e-11,6.81983057468e-11,1.01688240644e-30,0.0,0.98928,0.0,1.23592003787e-30,0.0,0.870750494884,0.0,5.48809112197,0.0,2.42125016448,6.474e-23,0.0,0.00574484013078,5.264e-26,0.0,5.264e-26,2.41925386593e-06,8.02981248448e-07,2.7337220819e-06,2.1012984969e-06,1.70227860708e-06,2.42499794221e-06,1.36496210656e-06,3.56796456693e-06,1.18560226941e-06,0.957385488372,0.942445038218
3137,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.769,2.025,0.303,6.208,2.22,0.346,0.0,0.814288135596,0.429019115782,0.363565820807,-0.0582479675519,-0.131546564906,0.0362589649055,-0.296221350562,0.475266824503,0.369935069178,0.550657658844,0.494958414224,0.0321535794246,0.496829124039,-0.417570948206,-0.382970606663,0.488309989422,0.438917236748,0.652121875158,0.247788691046,0.716475976241,0.576978723021,0.645125794871,0.500907438528,0.488941237574,0.723596984056,0.487179505792,7.1823331736e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.15,0.089,0.034,0.0,0.0,0.0,0.15,0.089,0.034,0.155,0.093,0.037,0.0,0.0,0.0,0.155,0.093,0.037,23808.0,0.01,0.001,0.0,3.26167669661e-10,3.26285058462e-10,3.29731640053e-10,3.7016456149e-29,0.0,0.99896,0.0,4.80210414658e-29,0.0,3.05988671405,0.0,5.84147095281,0.0,3.06345747233,2.052e-21,0.0,0.00574484013078,1.929e-24,0.0,1.929e-24,5.78449723586e-06,2.19795264203e-06,6.35533550093e-06,5.27491194703e-06,5.8979328473e-06,4.57944552619e-06,4.85316957913e-06,7.1823331736e-06,4.83568284978e-06,0.961356323474,0.947038998156
3138,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.598,2.157,0.295,6.068,2.356,0.33,0.0,0.803159661312,0.52428758631,0.232079280923,-0.158253323506,-0.0339437512289,-0.0756070181687,-0.296026185598,0.491052171322,0.276393077705,0.387708322716,0.662426572819,-0.061095027479,0.507793296827,-0.560046098909,-0.200211720288,0.31329169175,0.53528059497,0.652032354737,0.264902786857,0.710408559839,0.226010536383,0.957647370004,0.178411748966,0.591397380023,0.285734783738,0.754058865251,3.22265297615e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.148,0.092,0.034,0.0,0.0,0.0,0.148,0.092,0.034,0.154,0.096,0.036,0.0,0.0,0.0,0.154,0.096,0.036,4608.0,0.01,0.001,0.0,2.90246284938e-11,3.03512824519e-11,5.72177443782e-11,4.08491780608e-31,0.0,0.96855,0.0,7.93275473633e-31,0.0,3.24232350035,0.0,2.67170862925,0.0,4.08994141221,2.329e-23,0.0,0.00574484013078,2.093e-26,0.0,2.093e-26,1.88771564475e-06,7.66926873265e-07,2.05672209796e-06,7.60565475903e-07,3.22265297615e-06,6.00387127656e-07,1.98343440569e-06,9.58300155045e-07,2.52897011008e-06,0.957693763831,0.94231403577
3139,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.936,2.177,0.463,6.274,2.363,0.498,0.0,0.810129041375,0.478224860153,0.302639139813,-0.143337084584,-0.0534410955027,-0.0803871007751,-0.329393850558,0.456570553577,0.355392755916,0.140374953933,0.728403594308,-0.0707561814149,0.472992710679,-0.520965360288,-0.271191714869,0.123557083299,0.641135908189,0.651148116867,0.290741546225,0.701053124378,0.726212949043,0.319793749938,0.608561180279,0.00542033655787,0.855844786191,0.517204332833,3.44464723364e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.152,0.092,0.042,0.0,0.0,0.0,0.152,0.092,0.042,0.156,0.096,0.044,0.0,0.0,0.0,0.156,0.096,0.044,3378.0,0.01,0.001,0.0,2.99503676658e-11,3.11648219474e-11,5.78548952089e-11,4.01671181817e-31,0.0,1.02869,0.0,6.00091896077e-31,0.0,5.9420561897,0.0,3.33609139145,0.0,3.4747429328,1.861e-23,0.0,0.00574484013078,1.732e-26,0.0,1.732e-26,1.78240936599e-06,7.95856490481e-07,1.91901600047e-06,2.134956697e-06,9.40145461447e-07,1.78907821608e-06,2.18160437859e-08,3.44464723364e-06,2.08167006806e-06,0.967326044139,0.954129831865
3140,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.664,2.721,0.56,6.08,2.943,0.638,0.0,0.821201495607,0.550525949457,0.00529176519257,0.0758899854726,-0.129468103845,0.0897396254099,-0.394638266651,0.563870322695,-0.054746146193,0.661041407847,0.279794234927,0.0849951817548,0.393206511667,-0.60991510785,-0.0628478804099,0.62609281408,0.265001795394,0.652109452282,0.318193936565,0.688117636002,0.53110068881,0.36377809088,0.765243463834,0.432470348231,0.879740673224,0.197549350232,3.72000850179e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.148,0.103,0.047,0.0,0.0,0.0,0.148,0.103,0.047,0.154,0.107,0.05,0.0,0.0,0.0,0.154,0.107,0.05,26170.0,0.01,0.001,0.0,4.67621286403e-11,4.75276744973e-11,6.87413056677e-11,1.78863383255e-30,0.0,0.9803,0.0,1.41502897211e-30,0.0,6.02264233445,0.0,3.54168537377,0.0,3.74427699822,4.829e-23,0.0,0.00574484013078,4.443e-26,0.0,4.443e-26,2.26565816465e-06,1.1055179277e-06,2.39076329103e-06,1.96002385439e-06,1.34252082675e-06,2.82412633825e-06,1.82871318919e-06,3.72000850179e-06,8.35343055918e-07,0.966272654431,0.952857034275
3141,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,500.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.773,2.573,0.536,6.053,2.799,0.587,0.0,0.790688402976,0.236631881694,0.545441549884,-0.141507738883,-0.0358647105413,-0.0220371679634,-0.356367776834,0.237748511777,0.589651306813,0.592241274578,0.342860941301,-0.0230060201155,0.496788630406,-0.211652601466,-0.444397374024,0.618278841403,0.35793463686,0.647631156344,0.327150630272,0.688147041296,0.660195104541,0.424776303611,0.619441293288,0.125573138039,0.730604408611,0.671154665573,2.74311385263e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.15,0.1,0.046,0.0,0.0,0.0,0.15,0.1,0.046,0.153,0.104,0.048,0.0,0.0,0.0,0.153,0.104,0.048,22539.0,0.01,0.001,0.0,6.24636620252e-12,1.08507686595e-11,4.86917234772e-11,2.59103478522e-32,0.0,0.99965,0.0,3.21303398979e-32,0.0,6.17227477896,0.0,3.28066121141,0.0,0.148775352369,9.731e-25,0.0,0.00574484013078,8.643e-28,0.0,8.643e-28,8.47751145391e-07,4.28241165997e-07,9.0078656152e-07,1.13744951277e-06,7.31846686311e-07,1.06723481043e-06,4.71474590645e-07,2.74311385263e-06,2.51990494266e-06,0.967179077267,0.9538220364
